bon	INT	bon
y	PRO:clo	y
avait	VER:impf	avoir
un	DET:ind	un
chef	NOM	chef
de	PRP	de
conducteurs	NOM	conducteur
de	PRP	de
trains	NOM	train
euh	INT	euh
de	PRP	de
¤T¤	NAM	¤T¤
une	DET:ind	un
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
de	PRP	de
¤T¤	NAM	¤T¤
et	KON	et
euh	INT	euh
deux	NUM	@card@
autres	ADJ	autre
euh	INT	euh
deux	NUM	@card@
autres	ADJ	autre
euh	INT	euh
donc	ADV	donc
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
des	DET:ind	un
dirigeants	NOM	dirigeant
euh	INT	euh
des	DET:ind	un
cadres	NOM	cadre
de	PRP	de
la	DET:def	le
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
donc	ADV	donc
euh	INT	euh
dans	PRP	dans
le	DET:def	le
domaine	NOM	domaine
de	PRP	de
la	DET:def	le
conduite	NOM	conduite
et	KON	et
donc	ADV	donc
déjà	ADV	déjà
la	DET:def	le
première	ADJ	premier
impression	NOM	impression
euh	INT	euh
quand	KON	quand
ils	PRO:cls	il
m'	PRO:clo	me
ont	AUX:pres	avoir
vu	VER:pper	voir
arriver	VER:infi	arriver
ils	PRO:cls	il
ont	AUX:pres	avoir
fait	VER:pper	faire
les	DET:def	le
gros	ADJ	gros
yeux	NOM	oeil
enfin	ADV	enfin
ils	PRO:cls	il
se	PRO:clo	se
sont	AUX:pres	être
dit	VER:pper	dire
il	PRO:clsi	il
s'	PRO:clo	se
est	AUX:pres	être
pas	ADV	pas
trompé	VER:pper	tromper
de	PRP	de
porte	NOM	porte
lui	PRO:clo	lui
parce	TRC	parce
que	KON	que
euh	INT	euh
oui	FNO	oui
voilà	FNO	voilà
un	DET:ind	un
jeunot	ADJ	jeunot
quoi	INT	quoi
vu	VER:pper	voir
mon	DET:pos	mon
oui	FNO	oui
voilà	FNO	voilà
oui	FNO	oui
vu	VER:pper	voir
votre	DET:pos	votre
jeune	ADJ	jeune
âge	NOM	âge
et	KON	et
tout	PRO:ind	tout
fin	NOM	fin
ils	PRO:cls	il
m'	PRO:clo	me
ont	AUX:pres	avoir
dit	VER:pper	dire
ola	VER:impe	<unknown>
vous	PRO:cls	vous
êtes	VER:pres	être
jeune	ADJ	jeune
j'	PRO:cls	je
ai	AUX:pres	avoir
dit	VER:pper	dire
bah	INT	bah
oui	FNO	oui
et	KON	et
tout	PRO:ind	tout
il	PRO:cls	il
fait	VER:pres	faire
ah	INT	ah
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
donc	ADV	donc
voilà	FNO	voilà
et	KON	et
euh	INT	euh
et	KON	et
donc	ADV	donc
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
donc	ADV	donc
j'	PRO:cls	je
ai	VER:pres	avoir
j'	PRO:cls	je
ai	AUX:pres	avoir
répondu	VER:pper	répondre
à	PRP	à
des	DET:ind	un
questions	NOM	question
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
des	DET:ind	un
questions	NOM	question
sur	PRP	sur
ma	DET:pos	mon
formation	NOM	formation
euh	INT	euh
de	PRP	de
à	PRP	à
Paris	NAM	Paris
de	PRP	de
.	NAM	<unknown>
et	KON	et
pis	ADV	pis
nan	ADJ	<unknown>
nan	NOM	<unknown>
de	PRP	de
de	PRP	de
.	NAM	<unknown>
ah	INT	ah
oui	FNO	oui
ah	INT	ah
de	PRP	de
.	NOM:sig	<unknown>
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
savais	VER:impf	savoir
faire	VER:infi	faire
à	PRP	à
l'	DET:def	le
école	NOM	école
tout	DET:pre	tout
ça	PRO:ton	ça
et	KON	et
et	KON	et
voilà	FNO	voilà
donc	ADV	donc
euh	INT	euh
ils	PRO:cls	il
ont	AUX:pres	avoir
dit	VER:pper	dire
que	KON	que
que	KON	que
c'	PRO:cls	ce
était	VER:impf	être
bien	ADV	bien
quoi	INT	quoi
mais	KON	mais
bon	INT	bon
qu'	KON	que
après	ADV	après
la	DET:def	le
décision	NOM	décision
ils	PRO:cls	il
pouvaient	VER:impf	pouvoir
pas	ADV	pas
me	PRO:clo	me
le	PRO:clo	le
dire	VER:infi	dire
directement	ADV	directement
donc	ADV	donc
je	PRO:cls	je
serai	VER:futu	être
euh	INT	euh
contacté	VER:pper	contacter
ensuite	ADV	ensuite
donc	ADV	donc
euh	INT	euh
pour	PRP	pour
le	DET:def	le
pour	PRP	pour
la	DET:def	le
réponse	NOM	réponse
euh	INT	euh
finale	NOM	finale
quoi	INT	quoi
soit	KON	soit
par	PRP	par
mail	NOM	mail
soit	KON	soit
par	PRP	par
téléphone	NOM	téléphone
quoi	INT	quoi
ouais	FNO	ouais
donc	ADV	donc
là	ADV	là
voilà	FNO	voilà
mais	KON	mais
j'	PRO:cls	je
étais	VER:impf	être
content	ADJ	content
quand	KON	quand
même	ADV	même
de	PRP	de
mon	DET:pos	mon
entretien	NOM	entretien
qui	PRO:rel	qui
a	AUX:pres	avoir
duré	VER:pper	durer
quand	KON	quand
même	ADV	même
près	ADV	près
d'	PRP	un
une	DET:ind	un
heure	NOM	heure
et	KON	et
demi	NOM	demi
donc	ADV	donc
ce	PRO:dem	ce
qui	PRO:rel	qui
est	VER:pres	être
assez	ADV	assez
euh	INT	euh
assez	ADV	assez
conséquent	ADJ	conséquent
pour	PRP	pour
un	DET:ind	un
ah	INT	ah
une	DET:ind	un
heure	NOM	heure
et	KON	et
demi	NOM	demi
oui	FNO	oui
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
long	ADJ	long
pour	PRP	pour
un	NUM	@card@
pour	PRP	pour
un	DET:ind	un
entretien	NOM	entretien
de	PRP	de
travail	NOM	travail
c'	PRO:cls	ce
est	VER:pres	être
ouais	FNO	ouais
voilà	FNO	voilà
un	DET:ind	un
premier	ADJ	premier
entretien	NOM	entretien
.	NAM	<unknown>
mais	KON	mais
bon	INT	bon
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
beaucoup	ADV	beaucoup
parlé	VER:pper	parler
aussi	ADV	aussi
de	PRP	de
de	PRP	de
mes	DET:pos	mon
cours	NOM	cours
avec	PRP	avec
euh	INT	euh
un	DET:ind	un
des	DET:ind	un
cadres	NOM	cadre
qui	PRO:rel	qui
avait	AUX:impf	avoir
fait	VER:pper	faire
la	DET:def	le
même	ADJ	même
formation	NOM	formation
que	KON	que
moi	PRO:ton	moi
et	KON	et
et	KON	et
voilà	FNO	voilà
donc	ADV	donc
euh	INT	euh
voilà	FNO	voilà
donc	ADV	donc
après	ADV	après
c'	PRO:cls	ce
était	VER:impf	être
donc	ADV	donc
euh	INT	euh
des	DET:ind	un
des	DET:ind	un
temps	NOM	temps
de	PRP	de
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
d'	PRP	un
attente	NOM	attente
et	KON	et
tout	PRO:ind	tout
parce	TRC	parce
que	ADV	que
sachant	VER:ppre	savoir
que	KON	que
ben	INT	ben
voilà	FNO	voilà
j'	PRO:cls	je
allais	VER:impf	aller
à	PRP	à
l'	DET:def	le
école	NOM	école
entre	PRP	entre
temps	NOM	temps
hein	INT	hein
encore	ADV	encore
donc	ADV	donc
euh	INT	euh
moi	PRO:ton	moi
j'	PRO:cls	je
étais	VER:impf	être
prêt	ADJ	prêt
à	PRP	à
quitter	VER:infi	quitter
l'	DET:def	le
école	NOM	école
donc	ADV	donc
à	PRP	à
à	PRP	à
me	PRO:clo	me
lancer	VER:infi	lancer
là-dedans	ADV	là-dedans
aller	VER:infi	aller
en	PRP	en
formation	NOM	formation
oui	FNO	oui
puis	KON	puis
rentrer	VER:infi	rentrer
ouais-ais	NOM	<unknown>
ah	INT	ah
pas	ADV	pas
mal	ADV	mal
voilà	FNO	voilà
sauf	PRP	sauf
que	KON	que
ben	INT	ben
donc	ADV	donc
je	PRO:cls	je
les	PRO:clo	le
rappelais	VER:impf	rappeler
assez	ADV	assez
souvent	ADV	souvent
parce	TRC	parce
que	KON	que
bon	INT	bon
au	PRP:det	au
bout	NOM	bout
d'	PRP	un
un	DET:ind	un
mois	NOM	mois
un	DET:ind	un
mois	NOM	mois
et	KON	et
demi	NOM	demi
j'	PRO:cls	je
avais	VER:impf	avoir
toujours	ADV	toujours
pas	ADV	pas
de	PRP	de
réponse	NOM	réponse
donc	ADV	donc
ça	PRO:cls	ça
m'	PRO:clo	me
étonnait	VER:impf	étonner
donc	ADV	donc
je	PRO:cls	je
les	PRO:clo	le
ai	AUX:pres	avoir
rappelé	VER:pper	rappeler
donc	ADV	donc
ils	PRO:cls	il
disaient	VER:impf	dire
donc	ADV	donc
euh	INT	euh
à	PRP	à
Paris	NAM	Paris
ils	PRO:cls	il
disaient	VER:impf	dire
que	KON	que
ils	PRO:cls	il
avaient	AUX:impf	avoir
pas	ADV	pas
de	PRP	de
réponse	NOM	réponse
de	PRP	de
¤T¤	NAM	¤T¤
et	KON	et
quand	KON	quand
j'	PRO:cls	je
appelais	VER:impf	appeler
euh	INT	euh
¤T¤	NAM	¤T¤
ils	PRO:cls	il
disaient	VER:impf	dire
qu'	KON	que
ils	PRO:cls	il
avaient	AUX:impf	avoir
pas	ADV	pas
de	PRP	de
réponse	NOM	réponse
de	PRP	de
Paris	NAM	Paris
donc	ADV	donc
c'	PRO:cls	ce
était	VER:impf	être
un	DET:ind	un
gros	ADJ	gros
bazar	NOM	bazar
ouais	FNO	ouais
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
du	DET:par	du
yoyo	NOM	yoyo
quoi	INT	quoi
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
toujours	ADV	toujours
le	DET:def	le
problème	NOM	problème
de	PRP	de
l'	DET:def	le
administration	NOM	administration
quoi	INT	quoi
j'	PRO:cls	je
ai	VER:pres	avoir
envie	NOM	envie
de	PRP	de
dire	VER:infi	dire
mais	KON	mais
bon	INT	bon
ouais	FNO	ouais
voilà	FNO	voilà
oui	FNO	oui
oui	FNO	oui
voilà	FNO	voilà
euh	INT	euh
donc	ADV	donc
euh	INT	euh
donc	ADV	donc
euh	INT	euh
finalement	ADV	finalement
j'	PRO:cls	je
ai	AUX:pres	avoir
réussi	VER:pper	réussir
euh	INT	euh
donc	ADV	donc
à	PRP	à
avoir	VER:infi	avoir
plus	ADV	plus
d'	PRP	un
informations	NOM	information
car	NOM	car
pendant	PRP	pendant
mes	DET:pos	mon
vacances	NOM	vacances
ben	INT	ben
j'	PRO:cls	je
ai	AUX:pres	avoir
été	VER:pper	être
à	PRP	à
Paris	NAM	Paris
donc	ADV	donc
euh	INT	euh
pour	PRP	pour
visiter	VER:infi	visiter
cette	DET:dem	ce
-ci	ADV	-ci
fois	NOM	fois
donc	ADV	donc
pas	ADV	pas
pour	PRP	pour
passer	VER:infi	passer
des	DET:ind	un
tests	NOM	test
mais	KON	mais
euh	INT	euh
cette	DET:dem	ce
-ci	ADV	-ci
fois	NOM	fois
ben	INT	ben
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
matin	NOM	matin
euh	INT	euh
j'	PRO:cls	je
ai	AUX:pres	avoir
décidé	VER:pper	décider
d'	PRP	un
aller	VER:infi	aller
me	PRO:clo	me
déplacer	VER:infi	déplacer
donc	ADV	donc
euh	INT	euh
personnellement	ADV	personnellement
jusqu'	PRP	jusque
à	PRP	à
jusqu'	PRP	jusque
à	PRP	à
l'	DET:def	le
établissement	NOM	établissement
là	ADV	là
où	PRO:int	où
j'	PRO:cls	je
avais	AUX:impf	avoir
passé	VER:pper	passer
mes	DET:pos	mon
tests	NOM	test
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
bien	ADV	bien
ouais	FNO	ouais
donc	ADV	donc
voilà	FNO	voilà
donc	ADV	donc
euh	INT	euh
je	PRO:cls	je
suis	AUX:pres	être
arrivé	VER:pper	arriver
bon	INT	bon
ben	INT	ben
évidemment	ADV	évidemment
la	DET:def	le
dame	NOM	dame
à	PRP	à
l'	DET:def	le
accueil	NOM	accueil
elle	PRO:cls	elle
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
ah	INT	ah
mais	KON	mais
je	PRO:cls	je
peux	VER:pres	pouvoir
pas	ADV	pas
vous	PRO:clo	vous
faire	VER:infi	faire
monter	VER:infi	monter
et	KON	et
tout	PRO:ind	tout
donc	ADV	donc
je	PRO:cls	je
lui	PRO:clo	lui
ai	AUX:pres	avoir
expliqué	VER:pper	expliquer
que	KON	que
je	PRO:cls	je
venais	VER:impf	venir
de	PRP	de
Lorraine	NAM	Lorraine
tout	DET:pre	tout
ça	PRO:ton	ça
donc	ADV	donc
euh	INT	euh
j'	PRO:cls	je
étais	AUX:impf	être
pas	ADV	pas
venu	VER:pper	venir
exprès	ADV	exprès
pour	PRP	pour
ça	PRO:ton	ça
j'	PRO:cls	je
étais	AUX:impf	être
venu	VER:pper	venir
quand	KON	quand
même	ADV	même
un	DET:ind	un
petit	ADJ	petit
peu	NOM	peu
en	PRP	en
vacances	NOM	vacances
au	PRP:det	au
départ	NOM	départ
et	KON	et
vu	VER:pper	voir
que	KON	que
j'	PRO:cls	je
avais	VER:impf	avoir
pas	ADV	pas
de	PRP	de
nouvelles	NOM	nouvelle
je	PRO:cls	je
préférais	VER:impf	préférer
me	PRO:clo	me
déplacer	VER:infi	déplacer
quand	KON	quand
même	ADV	même
et	KON	et
puis	KON	puis
mettre	VER:infi	mettre
tout	DET:pre	tout
ça	PRO:ton	ça
un	DET:ind	un
peu	NOM	peu
au	PRP:det	au
clair	ADJ	clair
