alors	ADV	alors
peu	NOM	peu
intercepter	VER:infi	intercepter
tu	PRO:cls	tu
vois	VER:pres	voir
hum	FNO	hum
dans	PRP	dans
hum	FNO	hum
hum	FNO	hum
dans	PRP	dans
ce	DET:dem	ce
sens	NOM	sens
là	ADV	là
hum	FNO	hum
et	KON	et
donc	ADV	donc
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
assez	ADV	assez
euh	INT	euh
assez	ADV	assez
fort	ADJ	fort
aussi	ADV	aussi
et	KON	et
euh	INT	euh
ouais	FNO	ouais
c'	PRO:cls	ce
est	VER:pres	être
pour	PRP	pour
ça	PRO:cls	ça
en	PRO:clo	en
fait	VER:pres	faire
euh	INT	euh
bon	INT	bon
je	PRO:cls	je
vais	VER:pres	aller
à	PRP	à
la	DET:def	le
messe	NOM	messe
parce	TRC	parce
que	KON	que
bon	INT	bon
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
décidée	VER:pper	décider
à	PRP	à
hum	FNO	hum
hum	FNO	hum
y	PRO:clo	y
aller	VER:infi	aller
régulièrement	ADV	régulièrement
mais	KON	mais
euh	INT	euh
je	PRO:cls	je
t'	PRO:clo	te
avoue	VER:pres	avouer
que	KON	que
je	PRO:cls	je
je	PRO:cls	je
ressens	VER:pres	ressentir
rien	PRO:ind	rien
en	PRO:clo	en
fait	VER:pres	faire
hein	INT	hein
ah	INT	ah
non	FNO	non
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
j-	TRC	j-
alors	ADV	alors
que	KON	que
normalement	ADV	normalement
c-	TRC	c-
l-	TRC	l-
ça	PRO:cls	ça
devrait	VER:cond	devoir
servir	VER:infi	servir
comme	KON	comme
pour	PRP	pour
se	PRO:clo	se
rebooster	VER:infi	<unknown>
bah	INT	bah
oui	FNO	oui
bah	INT	bah
tu	PRO:cls	tu
vois	VER:pres	voir
je	PRO:cls	je
sais	VER:pres	savoir
pas	ADV	pas
je	PRO:cls	je
suis	VER:pres	être
là	ADV	là
euh	INT	euh
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
obligation	NOM	obligation
que	KON	que
tu	PRO:cls	tu
t'	PRO:clo	te
es	AUX:pres	être
imposée	VER:pper	imposer
mais	KON	mais
qui	PRO:rel	qui
t'	PRO:clo	te
apporte	VER:pres	apporter
pas	ADV	pas
le	DET:def	le
certain	ADJ	certain
bienfait	NOM	bienfait
bah	INT	bah
si	KON	si
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
que	KON	que
je	PRO:cls	je
je	PRO:cls	je
le	PRO:clo	le
ressens	VER:pres	ressentir
pas	ADV	pas
parce	TRC	parce
que	KON	que
je	PRO:cls	je
discutais	VER:impf	discuter
de	PRP	de
ça	PRO:ton	ça
avec	PRP	avec
un	DET:ind	un
prêtre	NOM	prêtre
hum	FNO	hum
hum	FNO	hum
qui	PRO:rel	qui
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
que	PRO:rel	que
en	PRO:clo	en
fait	VER:pres	faire
le	DET:def	le
tout	DET:pre	tout
ce	PRO:dem	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
vraiment	ADV	vraiment
de	PRP	de
ressentir	VER:infi	ressentir
les	DET:def	le
choses	NOM	chose
parce	TRC	parce
que	KON	que
le	DET:def	le
le	DET:def	le
ressenti	VER:pper	ressentir
c'	PRO:cls	ce
est	VER:pres	être
hum	FNO	hum
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
euh	INT	euh
t-	TRC	t-
enfin	ADV	enfin
trompeur	ADJ	trompeur
tu	PRO:cls	tu
vois	VER:pres	voir
euh	INT	euh
hum	FNO	hum
hum	FNO	hum
jeux	NOM	jeu
de	PRP	de
mots	NOM	mot
le	DET:def	le
sentiment	NOM	sentiment
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
vois	VER:pres	voir
dans	PRP	dans
le	DET:def	le
sens	NOM	sens
mentir	VER:infi	mentir
tu	PRO:cls	tu
vois	VER:pres	voir
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
c'	PRO:cls	ce
est	VER:pres	être
assez	ADV	assez
trompeur	ADJ	trompeur
et	KON	et
que	KON	que
euh	INT	euh
ce	PRO:dem	ce
ce	PRO:dem	ce
qui	PRO:rel	qui
est	AUX:pres	être
intériorisé	VER:pper	intérioriser
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
plus	ADV	plus
euh	INT	euh
pas	ADV	pas
plus	ADV	plus
fort	ADJ	fort
mais	KON	mais
tu	PRO:cls	tu
vois	VER:pres	voir
plus	ADV	plus
euh	INT	euh
important	ADJ	important
en	PRP	en
quelque	ADJ	<unknown>
sorte	NOM	sorte
et	KON	et
euh	INT	euh
en	PRP	en
fait	NOM	fait
quand	KON	quand
tu	PRO:cls	tu
es	VER:pres	être
à	PRP	à
la	DET:def	le
messe	NOM	messe
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
beaucoup	ADV	beaucoup
de	PRP	de
choses	NOM	chose
qui	PRO:rel	qui
se	PRO:clo	se
passent	VER:pres	passer
que	KON	que
tu	PRO:cls	tu
ne	ADV	ne
perçois	VER:pres	percevoir
pas	ADV	pas
hum	FNO	hum
hum	FNO	hum
par	PRP	par
exemple	NOM	exemple
parce	TRC	parce
que	KON	que
par	PRP	par
exemple	NOM	exemple
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
Jésus	NAM	Jésus
il	PRO:cls	il
est	VER:pres	être
vraiment	ADV	vraiment
là	ADV	là
hum	FNO	hum
hum	FNO	hum
même	ADV	même
si	KON	si
toi	PRO:ton	toi
tu	PRO:cls	tu
le	PRO:clo	le
vois	VER:pres	voir
pas	ADV	pas
hum	FNO	hum
hum	FNO	hum
tu	PRO:cls	tu
tu	PRO:cls	tu
le	PRO:clo	le
sens	VER:pres	sentir
pas	ADV	pas
mais	KON	mais
il	PRO:cls	il
est	VER:pres	être
là	ADV	là
à	PRP	à
chaque	DET:ind	chaque
fois	NOM	fois
il	PRO:cls	il
est	VER:pres	être
là	ADV	là
toujours	ADV	toujours
au	PRP:det	au
-vous	PRO:clo	vous
rendez	VER:pres	rendre
hum	FNO	hum
hum	FNO	hum
même	ADV	même
si	KON	si
nous	PRO:cls	nous
en	PRO:clo	en
fait	VER:pres	faire
nous	PRO:ton	nous
ne	ADV	ne
sommes	VER:pres	être
pas	ADV	pas
là	ADV	là
dans	PRP	dans
le	DET:def	le
sens	NOM	sens
où	PRO:rel	où
on	PRO:cls	on
ne	ADV	ne
se	PRO:clo	se
donne	VER:pres	donner
pas	ADV	pas
de	PRP	de
le	DET:def	le
de	PRP	de
le	PRO:clo	le
recevoir	VER:infi	recevoir
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
ça	PRO:ton	ça
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
choses	NOM	chose
qu'	KON	que
on	PRO:cls	on
perçoit	VER:pres	percevoir
pas	ADV	pas
ou	KON	ou
alors	ADV	alors
euh	INT	euh
tu	PRO:cls	tu
vois	VER:pres	voir
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
beaucoup	ADV	beaucoup
de	PRP	de
grâces	NOM	grâce
qui	PRO:rel	qui
sont	VER:pres	être
euh	INT	euh
données	VER:pper	donner
aussi	ADV	aussi
pendant	PRP	pendant
euh	INT	euh
pendant	PRP	pendant
la	DET:def	le
célébration	NOM	célébration
hum	FNO	hum
hum	FNO	hum
mais	KON	mais
après	ADV	après
ça	PRO:cls	ça
dépend	VER:pres	dépendre
de	PRP	de
la	DET:def	le
spiritualité	NOM	spiritualité
de	PRP	de
la	DET:def	le
personne	NOM	personne
comment	PRO:int	comment
on	PRO:cls	on
s-	TRC	s-
l'	DET:def	le
état	NOM	état
de	PRP	de
son	DET:pos	son
coeur	NOM	coeur
hum	FNO	hum
hum	FNO	hum
enfin	ADV	enfin
ses	DET:pos	son
dispositions	NOM	disposition
et	KON	et
tout	PRO:ind	tout
qu'	KON	que
il	PRO:cls	il
peut	VER:pres	pouvoir
plus	ADV	plus
ou	KON	ou
moins	ADV	moins
recevoir	VER:infi	recevoir
en	PRO:clo	en
fait	VER:pres	faire
tu	PRO:cls	tu
vois	VER:pres	voir
la	DET:def	le
pl-	TRC	pl-
le	DET:def	le
le	DET:def	le
truc	NOM	truc
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
souvent	ADV	souvent
nous	PRO:ton	nous
qui	PRO:rel	qui
euh	INT	euh
on	PRO:cls	on
ne	ADV	ne
se	PRO:clo	se
donne	VER:pres	donner
pas	ADV	pas
la	DET:def	le
peine	NOM	peine
tu	PRO:cls	tu
vois	VER:pres	voir
Dieu	NAM	Dieu
il	PRO:cls	il
est	VER:pres	être
là	ADV	là
il	PRO:cls	il
fait	VER:pres	faire
les	DET:def	le
choses	NOM	chose
mais	KON	mais
nous	PRO:ton	nous
on	PRO:cls	on
fait	VER:pres	faire
faut	VER:pres	falloir
qu-	TRC	qu-
aussi	ADV	aussi
qu'	KON	que
on	PRO:cls	on
fasse	VER:subp	faire
notre	DET:pos	notre
part	NOM	part
tu	PRO:cls	tu
vois	VER:pres	voir
hum	FNO	hum
hum	FNO	hum
et	KON	et
nous	PRO:ton	nous
ben	INT	ben
si	KON	si
on	PRO:cls	on
reste	VER:pres	rester
en	PRP	en
dehors	ADV	dehors
lui	PRO:ton	lui
euh	INT	euh
il	PRO:cls	il
ne	ADV	ne
force	VER:pres	forcer
pas	ADV	pas
quoi	INT	quoi
il	PRO:clsi	il
ne	ADV	ne
il	PRO:cls	il
ne	ADV	ne
va	VER:pres	aller
pas	ADV	pas
euh	INT	euh
nous	PRO:clo	nous
posséder	VER:infi	posséder
justement	ADV	justement
hum	FNO	hum
hum	FNO	hum
comme	KON	comme
le	DET:def	le
démon	NOM	démon
qui	PRO:rel	qui
lui	PRO:clo	lui
il	PRO:cls	il
prend	VER:pres	prendre
il	PRO:clsi	il
se	PRO:clo	se
sert	VER:pres	servir
sans	PRP	sans
demander	VER:infi	demander
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
permission	NOM	permission
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:ton	ça
donc	ADV	donc
tu	PRO:cls	tu
vois	VER:pres	voir
Dieu	NAM	Dieu
lui	PRO:ton	lui
il	PRO:cls	il
il	PRO:cls	il
attend	VER:pres	attendre
toujours	ADV	toujours
hum	FNO	hum
hum	FNO	hum
que	KON	que
qu'	KON	que
on	PRO:cls	on
dise	VER:subp	dire
oui	FNO	oui
qu'	KON	que
on	PRO:cls	on
soit	VER:subp	être
d'	PRP	un
accord	NOM	accord
hum	FNO	hum
hum	FNO	hum
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plein	ADV	plein
de	PRP	de
choses	NOM	chose
qui	PRO:rel	qui
passent	VER:pres	passer
euh	INT	euh
qu'	KON	que
on	PRO:cls	on
reçoit	VER:pres	recevoir
pas	ADV	pas
donc	ADV	donc
du	PRP:det	du
coup	NOM	coup
le	DET:def	le
prêtre	NOM	prêtre
m'	PRO:clo	me
a	AUX:pres	avoir
dit	VER:pper	dire
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
que	KON	que
je	PRO:cls	je
continue	VER:pres	continuer
à	PRP	à
y	PRO:clo	y
aller	VER:infi	aller
parce	TRC	parce
que	KON	que
c'	PRO:cls	ce
est	VER:pres	être
important	ADJ	important
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
important	ADJ	important
d'	PRP	un
y	PRO:clo	y
aller	VER:infi	aller
alors	ADV	alors
je	PRO:cls	je
dis	VER:pres	dire
bon	INT	bon
oui	FNO	oui
mais	KON	mais
euh	INT	euh
oui	FNO	oui
j'	PRO:cls	je
y	PRO:clo	y
vais	VER:pres	aller
parce	TRC	parce
que	KON	que
oui	FNO	oui
je	PRO:cls	je
me	PRO:clo	me
suis	AUX:pres	être
dis	VER:pres	dire
qu'	KON	que
il	PRO:cls	il
faut	VER:pres	falloir
que	KON	que
j'	PRO:cls	je
y	PRO:clo	y
aille	VER:subp	aller
mais	KON	mais
après	ADV	après
enfin	ADV	enfin
voilà	FNO	voilà
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
choses	NOM	chose
que	KON	que
que	KON	que
je	PRO:cls	je
n-	TRC	n-
que	KON	que
je	PRO:cls	je
ne	ADV	ne
vois	VER:pres	voir
pas	ADV	pas
tout	PRO:ind	tout
de	PRP	de
suite	NOM	suite
on	PRO:cls	on
va	VER:pres	aller
dire	VER:infi	dire
hum	FNO	hum
hum	FNO	hum
qui	PRO:rel	qui
qui	PRO:rel	qui
se	PRO:clo	se
verront	VER:futu	voir
après	ADV	après
hum	FNO	hum
ouais	FNO	ouais
