alors	ADV	alors
ai	VER:pres	avoir
un	DET:ind	un
petit	ADJ	petit
trou	NOM	trou
dans	PRP	dans
mon	DET:pos	mon
emploi	NOM	emploi
du	PRP:det	du
temps	NOM	temps
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
souvent	ADV	souvent
dans	PRP	dans
la	DET:def	le
semaine	NOM	semaine
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
qu'	KON	que
en	PRP	en
ce	DET:dem	ce
moment	NOM	moment
je	PRO:cls	je
vole	VER:pres	voler
pas	ADV	pas
beaucoup	ADV	beaucoup
parce	TRC	parce
que	KON	que
là	ADV	là
j'	PRO:cls	je
ai	VER:pres	avoir
je	PRO:cls	je
j'	PRO:cls	je
ai	VER:pres	avoir
des	DET:ind	un
examens	NOM	examen
à	PRP	à
passer	VER:infi	passer
mais	KON	mais
autrement	ADV	autrement
ça	PRO:cls	ça
m'	PRO:clo	me
arrive	VER:pres	arriver
souvent	ADV	souvent
de	PRP	de
de	PRP	de
partir	VER:infi	partir
euh	INT	euh
une	DET:ind	un
après-midi	NOM	après-midi
dans	PRP	dans
la	DET:def	le
semaine	NOM	semaine
si	KON	si
je	PRO:cls	je
vois	VER:pres	voir
que	KON	que
le	DET:def	le
temps	NOM	temps
est	VER:pres	être
bon	ADJ	bon
que	KON	que
je	PRO:cls	je
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
quelque	ADJ	<unknown>
chose	NOM	chose
de	PRP	de
prévu	VER:pper	prévoir
professionnellement	ADV	professionnellement
je	PRO:cls	je
vole	VER:pres	voler
seul	ADJ	seul
bon	INT	bon
ça	PRO:cls	ça
demande	VER:pres	demander
un	DET:ind	un
une	DET:ind	un
certaine	ADJ	certain
philosophie	NOM	philosophie
hein	INT	hein
il	PRO:cls	il
faut	VER:pres	falloir
quand	KON	quand
même	ADV	même
être	VER:infi	être
prêt	ADJ	prêt
à	PRP	à
remonter	VER:infi	remonter
à	PRP	à
pied	NOM	pied
déjà	ADV	déjà
parce	TRC	parce
que	KON	que
personne	PRO:ind	personne
tu	PRO:cls	tu
pars	VER:pres	partir
avec	PRP	avec
ta	DET:pos	ton
voiture	NOM	voiture
tu	PRO:cls	tu
laisses	VER:pres	laisser
ta	DET:pos	ton
voiture	NOM	voiture
en	PRP	en
haut	NOM	haut
de	PRP	de
la	DET:def	le
montagne	NOM	montagne
hein	INT	hein
hop	INT	hop
tu	PRO:cls	tu
décolles	VER:pres	décoller
personne	PRO:ind	personne
ne	ADV	ne
remontera	VER:futu	remonter
te	PRO:clo	te
te	PRO:clo	te
remontera	VER:futu	remonter
hein	INT	hein
si	KON	si
tu	PRO:cls	tu
es	VER:pres	être
seul	ADJ	seul
il	PRO:cls	il
faut	VER:pres	falloir
tout	ADV	tout
remonter	VER:infi	remonter
à	PRP	à
pied	NOM	pied
enfin	ADV	enfin
bon	INT	bon
moi	PRO:ton	moi
j'	PRO:cls	je
aime	VER:pres	aimer
bien	ADV	bien
ça	PRO:cls	ça
fait	VER:pres	faire
une	DET:ind	un
promenade	NOM	promenade
ou	KON	ou
des	DET:ind	un
fois	NOM	fois
je	PRO:cls	je
laisse	VER:pres	laisser
un	DET:ind	un
vélo	NOM	vélo
en	PRP	en
bas	NOM	bas
un	DET:ind	un
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
.	NOM:sig	<unknown>
caché	VER:pper	cacher
dans	PRP	dans
dans	PRP	dans
un	DET:ind	un
champ	NOM	champ
comme	KON	comme
ça	PRO:ton	ça
après	ADV	après
je	PRO:cls	je
remonte	VER:pres	remonter
en	PRP	en
.	NAM	<unknown>
.	NAM	<unknown>
.	NAM	<unknown>
je	PRO:cls	je
vais	VER:pres	aller
rechercher	VER:infi	rechercher
ma	DET:pos	mon
voiture	NOM	voiture
en	PRP	en
haut	NOM	haut
il	PRO:cls	il
faut	VER:pres	falloir
aussi	ADV	aussi
être	AUX:infi	être
sûr	ADJ	sûr
de	PRP	de
soi	PRO:ton	soi
pour	PRP	pour
décoller	VER:infi	décoller
seul	ADJ	seul
parce	TRC	parce
que	KON	que
bon	INT	bon
si	KON	si
tu	PRO:cls	tu
te	PRO:clo	te
crashes	VER:pres	crasher
au	PRP:det	au
décollage	NOM	décollage
euh	INT	euh
bon	INT	bon
personne	PRO:ind	personne
te	PRO:clo	te
voit	VER:pres	voir
tu	PRO:cls	tu
peux	VER:pres	pouvoir
euh	INT	euh
rester	VER:infi	rester
là	ADV	là
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
dangereux	ADJ	dangereux
il	PRO:cls	il
faut	VER:pres	falloir
être	VER:infi	être
sûr	ADJ	sûr
de	PRP	de
soi	PRO:ton	soi
pour	PRP	pour
atterrir	VER:infi	atterrir
seul	ADJ	seul
aussi	ADV	aussi
donc	ADV	donc
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
quand	KON	quand
même	ADV	même
euh	INT	euh
bon	INT	bon
ben	INT	ben
cette	DET:dem	ce
sécurité	NOM	sécurité
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
parce	TRC	parce
que	KON	que
j'	PRO:cls	je
ai	VER:pres	avoir
un	DET:ind	un
vieil	ADJ	vieux
appareil	NOM	appareil
enfin	ADV	enfin
c-	TRC	c-
il	PRO:cls	il
est	VER:pres	être
pas	ADV	pas
vieux	ADJ	vieux
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
vieux	ADJ	vieux
mo-	TRC	mo-
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
modèle	NOM	modèle
ancien	ADJ	ancien
qui	PRO:rel	qui
est	VER:pres	être
récent	ADJ	récent
qui	PRO:rel	qui
est	VER:pres	être
de	PRP	de
construction	NOM	construction
récente	ADJ	récent
mais	KON	mais
un	DET:ind	un
modèle	NOM	modèle
assez	ADV	assez
facile	ADJ	facile
qui	PRO:rel	qui
permet	VER:pres	permettre
de	PRP	de
décoller	VER:infi	décoller
seul	ADJ	seul
de	PRP	de
d'	PRP	un
atterrir	VER:infi	atterrir
facilement	ADV	facilement
enfin	ADV	enfin
là	ADV	là
je	PRO:cls	je
viens	VER:pres	venir
d'	PRP	un
en	PRO:clo	en
racheter	VER:infi	racheter
un	DET:ind	un
deuxième	ADJ	deuxième
qui	PRO:rel	qui
est	VER:pres	être
plus	ADV	plus
plus	ADV	plus
compétition	NOM	compétition
mais	KON	mais
enfin	ADV	enfin
je	PRO:cls	je
vole	VER:pres	voler
pas	ADV	pas
avec	PRP	avec
hein	INT	hein
j'	PRO:cls	je
ai	VER:pres	avoir
il	PRO:clsi	il
me	PRO:clo	me
fait	VER:pres	faire
un	DET:ind	un
peu	NOM	peu
peur	NOM	peur
pour	PRP	pour
l'	DET:def	le
instant	NOM	instant
autrement	ADV	autrement
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
qu'	KON	que
en	PRP	en
été	NOM	été
pendant	PRP	pendant
les	DET:def	le
vacances	NOM	vacances
ça	PRO:cls	ça
nous	PRO:clo	nous
arrive	VER:pres	arriver
de	PRP	de
partir	VER:infi	partir
à	PRP	à
deux	NUM	@card@
ou	KON	ou
trois	NUM	@card@
c'	PRO:cls	ce
est	VER:pres	être
plus	ADV	plus
facile	ADJ	facile
parce	TRC	parce
que	KON	que
à	PRP	à
ce	DET:dem	ce
moment-là	NOM	<unknown>
on	PRO:cls	on
s'	PRO:clo	se
organise	VER:pres	organiser
on	PRO:cls	on
laisse	VER:pres	laisser
une	DET:ind	un
voiture	NOM	voiture
en	PRP	en
bas	NOM	bas
on	PRO:cls	on
monte	VER:pres	monter
après	ADV	après
avec	PRP	avec
la	DET:def	le
voiture	NOM	voiture
tous	PRO:ind	tout
ensemble	ADV	ensemble
et	KON	et
puis	KON	puis
après	ADV	après
lorsqu'	KON	lorsque
on	PRO:cls	on
se	PRO:clo	se
pose	VER:pres	poser
la	DET:def	le
voiture	NOM	voiture
qui	PRO:rel	qui
est	VER:pres	être
en	PRP	en
bas	NOM	bas
nous	PRO:clo	nous
permet	VER:pres	permettre
de	PRP	de
remonter	VER:infi	remonter
chercher	VER:infi	chercher
la	DET:def	le
voiture	NOM	voiture
qui	PRO:rel	qui
est	VER:pres	être
en	PRP	en
haut	NOM	haut
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
plus	ADV	plus
facile	ADJ	facile
et	KON	et
au	PRP:det	au
niveau	NOM	niveau
de	PRP	de
la	DET:def	le
sécurité	NOM	sécurité
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
il	PRO:cls	il
vaut	VER:pres	valoir
toujours	ADV	toujours
mieux	ADV	mieux
être	VER:infi	être
deux	NUM	@card@
ou	KON	ou
trois	NUM	@card@
même	ADJ	même
si	KON	si
tout	DET:pre	tout
le	DET:def	le
monde	NOM	monde
a	AUX:pres	avoir
décollé	VER:pper	décoller
tu	PRO:cls	tu
décolles	VER:pres	décoller
le	DET:def	le
dernier	ADJ	dernier
mais	KON	mais
enfin	ADV	enfin
tu	PRO:cls	tu
as	VER:pres	avoir
les	DET:def	le
copains	NOM	copain
au-dessus	ADV	au-dessus
qui	PRO:rel	qui
regardent	VER:pres	regarder
ton	DET:pos	ton
décollage	NOM	décollage
euh	INT	euh
bon	INT	bon
si	KON	si
vraiment	ADV	vraiment
ça	PRO:cls	ça
n'	ADV	ne
allait	VER:impf	aller
pas	ADV	pas
ils	PRO:cls	il
pourraient	VER:cond	pouvoir
toujours	ADV	toujours
aller	VER:infi	aller
vite	ADV	vite
se	PRO:clo	se
poser	VER:infi	poser
pour	PRP	pour
prévenir	VER:infi	prévenir
les	DET:def	le
s-	TRC	s-
les	DET:def	le
secours	NOM	secours
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
plus	ADV	plus
sûr	ADJ	sûr
et	KON	et
puis	KON	puis
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
une	DET:ind	un
bonne	ADJ	bon
ambiance	NOM	ambiance
quand	KON	quand
même	ADV	même
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
sûr	ADJ	sûr
que	KON	que
mais	KON	mais
enfin	ADV	enfin
personnellement	ADV	personnellement
moi	PRO:ton	moi
ça	PRO:ton	ça
la	DET:def	le
solitude	NOM	solitude
me	PRO:clo	me
dérange	VER:pres	déranger
pas	ADV	pas
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
je	PRO:cls	je
pense	VER:pres	penser
que	KON	que
le	DET:def	le
delta	NOM:trc	deltaplane
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
peut	VER:pres	pouvoir
être	VER:infi	être
quelque	ADJ	<unknown>
chose	NOM	chose
qu'	KON	que
on	PRO:cls	on
ne	ADV	ne
partage	VER:pres	partager
pas	ADV	pas
quoi	PRO:int	quoi
c'	PRO:cls	ce
est	VER:pres	être
ça	PRO:cls	ça
peut	VER:pres	pouvoir
être	VER:infi	être
quelque	ADJ	<unknown>
chose	NOM	chose
que	KON	que
qu'	KON	que
on	PRO:cls	on
vit	VER:pres	vivre
seul	ADJ	seul
euh	INT	euh
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
contemplatif	ADJ	contemplatif
c'	PRO:cls	ce
est	VER:pres	être
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
absolument	ADV	absolument
pas	ADV	pas
besoin	NOM	besoin
de	PRP	de
quelqu'un	PRO:ind	quelqu'un
mais	KON	mais
d'	PRP	un
un	DET:ind	un
autre	ADJ	autre
côté	NOM	côté
quand	KON	quand
on	PRO:cls	on
est	VER:pres	être
plusieurs	PRO:ind	plusieurs
c'	PRO:cls	ce
est	VER:pres	être
sympa	ADJ:trc	sympathique
aussi	ADV	aussi
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
se	PRO:clo	se
parle	VER:pres	parler
en	PRP	en
radio	NOM	radio
euh	INT	euh
ah	INT	ah
ben	INT	ben
tiens	INT	tiens
viens	VER:impe	venir
par	PRP	par
là	ADV	là
j'	PRO:cls	je
ai	VER:pres	avoir
quelque	ADJ	<unknown>
chose	NOM	chose
de	PRP	de
sympa	ADJ:trc	sympathique
euh	INT	euh
oui	FNO	oui
oh	INT	oh
ben	INT	ben
tiens	INT	tiens
je	PRO:cls	je
pars	VER:pres	partir
par	PRP	par
là	ADV	là
viens	VER:impe	venir
ben	INT	ben
et	KON	et
-moi	PRO:clo	moi
suis	VER:pres	être
enfin	ADV	enfin
bon	INT	bon
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
aussi	ADV	aussi
toute	ADV	tout
une	DET:ind	un
relation	NOM	relation
qui	PRO:rel	qui
est	VER:pres	être
sympa	ADJ:trc	sympathique
parce	TRC	parce
qu'	KON	que
on	PRO:cls	on
a	VER:pres	avoir
une	DET:ind	un
radio	NOM	radio
donc	ADV	donc
on	PRO:cls	on
peut	VER:pres	pouvoir
communiquer	VER:infi	communiquer
et	KON	et
caetera	VER:futu	<unknown>
bon	INT	bon
bon	INT	bon
à	PRP	à
cette	DET:dem	ce
-ci	ADV	-ci
heure	NOM	heure
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
j'	PRO:cls	je
ai	VER:pres	avoir
pas	ADV	pas
de	PRP	de
préférence	NOM	préférence
hein	INT	hein
les	DET:def	le
deux	NUM	@card@
me	PRO:clo	me
me	PRO:clo	me
conviennent	VER:pres	convenir
euh	INT	euh
bon	INT	bon
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
ma	DET:pos	mon
femme	NOM	femme
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
partisante	ADJ	partisan
de	PRP	de
ça	PRO:ton	ça
euh	INT	euh
elle	PRO:cls	elle
a-	TRC	a-
elle	PRO:cls	elle
apprécie	VER:pres	apprécier
pas	ADV	pas
ce	DET:dem	ce
sport	NOM	sport
elle	PRO:cls	elle
personnellement	ADV	personnellement
ça	PRO:cls	ça
la	PRO:clo	le
dérange	VER:pres	déranger
pas	ADV	pas
que	KON	que
j'	PRO:cls	je
en	PRO:clo	en
fasse	VER:subp	faire
mais	KON	mais
enfin	ADV	enfin
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
vrai	ADJ	vrai
que	KON	que
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
tellement	ADV	tellement
disponible	ADJ	disponible
pour	PRP	pour
elle	PRO:ton	elle
quand	KON	quand
j'	PRO:cls	je
en	PRO:clo	en
fais	VER:pres	faire
mais	KON	mais
enfin	ADV	enfin
je	PRO:cls	je
crois	VER:pres	croire
qu'	KON	que
elle	PRO:cls	elle
accepte	VER:pres	accepter
quand	KON	quand
même	ADV	même
hein	INT	hein
donc	ADV	donc
j'	PRO:cls	je
essaye	VER:pres	essayer
de	PRP	de
de	PRP	de
lui	PRO:clo	lui
consacrer	VER:infi	consacrer
quand	KON	quand
même	ADV	même
du	PRP:det	du
temps	NOM	temps
pour	PRP	pour
aller	VER:infi	aller
se	PRO:clo	se
promener	VER:infi	promener
euh	INT	euh
marcher	VER:infi	marcher
faire	VER:infi	faire
du	PRP:det	du
vélo	NOM	vélo
avec	PRP	avec
elle	PRO:ton	elle
bon	INT	bon
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
nécessaire	ADJ	nécessaire
hein	INT	hein
et	KON	et
on	PRO:cls	on
on	PRO:cls	on
on	PRO:cls	on
sinon	ADV	sinon
ça	PRO:cls	ça
serait	VER:cond	être
un	DET:ind	un
sport	NOM	sport
purement	ADV	purement
égoïste	ADJ	égoïste
quoi	INT	quoi
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
finalement	ADV	finalement
tu	PRO:cls	tu
tu	PRO:cls	tu
tu	PRO:cls	tu
penses	VER:pres	penser
qu'	KON	que
à	PRP	à
toi	PRO:ton	toi
dans	PRP	dans
ce	DET:dem	ce
sport	NOM	sport
hein	INT	hein
tu	PRO:cls	tu
es	VER:pres	être
si	KON	si
tu	PRO:cls	tu
fais	VER:pres	faire
pas	ADV	pas
un	DET:ind	un
effort	NOM	effort
pour	PRP	pour
penser	VER:infi	penser
aux	PRP:det	au
autres	ADJ	autre
tu	PRO:cls	tu
sais	VER:pres	savoir
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
bon	ADJ	bon
mais	KON	mais
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
agréable	ADJ	agréable
aussi	ADV	aussi
de	PRP	de
pouvoir	VER:infi	pouvoir
avoir	VER:infi	avoir
quelque	ADJ	<unknown>
chose	NOM	chose
qui	PRO:rel	qui
te	PRO:clo	te
plaît	VER:pres	plaire
et	KON	et
même	ADV	même
si	KON	si
c'	PRO:cls	ce
est	VER:pres	être
égoïste	ADJ	égoïste
hein	INT	hein
c'	PRO:cls	ce
est	VER:pres	être
je	PRO:cls	je
manque	VER:pres	manquer
de	PRP	de
temps	NOM	temps
pour	PRP	pour
en	PRO:clo	en
faire	VER:infi	faire
ça	PRO:ton	ça
c'	PRO:cls	ce
est	VER:pres	être
sûr	ADJ	sûr
hein	INT	hein
je	PRO:cls	je
manque	VER:pres	manquer
de	PRP	de
temps	NOM	temps
pour	PRP	pour
en	PRO:clo	en
faire	VER:infi	faire
je	PRO:cls	je
ne	ADV	ne
je	PRO:cls	je
n'	ADV	ne
en	PRO:clo	en
fais	VER:pres	faire
jamais	ADV	jamais
assez	ADV	assez
on	PRO:cls	on
en	PRO:clo	en
fait	VER:pres	faire
jamais	ADV	jamais
assez	ADV	assez
jamais	ADV	jamais
assez	ADV	assez
on	PRO:cls	on
vole	VER:pres	voler
jamais	ADV	jamais
assez	ADV	assez
et	KON	et
quand	KON	quand
je	PRO:cls	je
fais	VER:pres	faire
vers	PRP	vers
les	DET:def	le
grandes	ADJ	grand
années	NOM	année
si	KON	si
je	PRO:cls	je
fais	VER:pres	faire
trente	NUM	@card@
vols	NOM	vol
dans	PRP	dans
l'	DET:def	le
année	NOM	année
euh	INT	euh
j'	PRO:cls	je
ai	VER:pres	avoir
toujours	ADV	toujours
l'	DET:def	le
impression	NOM	impression
que	KON	que
j'	PRO:cls	je
ai	AUX:pres	avoir
pas	ADV	pas
fait	VER:pper	faire
assez	ADV	assez
de	PRP	de
vols	NOM	vol
quoi	INT	quoi
que	KON	que
j'	PRO:cls	je
aimerais	VER:cond	aimer
en	PRO:clo	en
faire	VER:infi	faire
encore	ADV	encore
trente	NUM	@card@
encore	ADV	encore
quarante	NUM	@card@
encore	ADV	encore
cent	NUM	@card@
je	PRO:cls	je
voudrais	VER:cond	vouloir
voler	VER:infi	voler
tous	DET:pre	tout
les	DET:def	le
jours	NOM	jour
euh	INT	euh
ça	PRO:cls	ça
ne	ADV	ne
me	PRO:clo	me
dérangerait	VER:cond	déranger
pas	ADV	pas
de	PRP	de
passer	VER:infi	passer
ma	DET:pos	mon
vie	NOM	vie
à	PRP	à
voler	VER:infi	voler
quoi	INT	quoi
aucun	DET:ind	aucun
aucun	DET:ind	aucun
oui	FNO	oui
aucun	DET:ind	aucun
problème	NOM	problème
euh	INT	euh
de	PRP	de
p-	TRC	p-
de	PRP	de
plus	ADV	plus
travailler	VER:infi	travailler
d'	PRP	un
être	VER:infi	être
en	PRP	en
retraite	NOM	retraite
euh	INT	euh
remarque	INT	remarque
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
du	DET:par	du
tout	DET:pre	tout
ce	PRO:dem	ce
que	PRO:rel	que
j'	PRO:cls	je
ai	AUX:pres	avoir
choisi	VER:pper	choisir
comme	KON	comme
voie	NOM	voie
hein	INT	hein
puisque	KON	puisque
j'	PRO:cls	je
ai	AUX:pres	avoir
choisi	VER:pper	choisir
au	PRP:det	au
contraire	NOM	contraire
une	DET:ind	un
troisième	ADJ	troisième
voie	NOM	voie
professionnelle	ADJ	professionnel
euh	INT	euh
qui	PRO:rel	qui
va	VER:pres	aller
encore	ADV	encore
me	PRO:clo	me
faire	VER:infi	faire
travailler	VER:infi	travailler
au	PRP:det	au
moins	ADV	moins
dix	NUM	@card@
quinze	NUM	@card@
ans	NOM	an
euh	INT	euh
alors	ADV	alors
que	KON	que
je	PRO:cls	je
pourrais	VER:cond	pouvoir
être	VER:infi	être
en	PRP	en
retraite	NOM	retraite
pratiquement	ADV	pratiquement
cette	DET:dem	ce
année	NOM	année
hein	INT	hein
bon	INT	bon
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
faut	VER:pres	falloir
pas	ADV	pas
non	FNO	non
plus	ADV	plus
mettre	VER:infi	mettre
le	DET:def	le
delta	NOM:trc	deltaplane
plus	ADV	plus
plus	ADV	plus
important	ADJ	important
qu'	KON	que
il	PRO:cls	il
n'	ADV	ne
est	VER:pres	être
dans	PRP	dans
ma	DET:pos	mon
vie	NOM	vie
hein	INT	hein
puisque	KON	puisque
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
pas	ADV	pas
choisi	VER:pper	choisir
euh	INT	euh
mais	KON	mais
mais	KON	mais
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
peux	VER:pres	pouvoir
dire	VER:infi	dire
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
même	ADV	même
quand	KON	quand
je	PRO:cls	je
vole	VER:pres	voler
beaucoup	ADV	beaucoup
c'	PRO:cls	ce
est	VER:pres	être
insatiable	ADJ	insatiable
c'	PRO:cls	ce
est	VER:pres	être
inextinguible	ADJ	inextinguible
c'	PRO:cls	ce
est	VER:pres	être
on	PRO:cls	on
arrive	VER:pres	arriver
on	PRO:cls	on
on	PRO:cls	on
arrive	VER:pres	arriver
pas	ADV	pas
je	PRO:cls	je
n'	ADV	ne
arrive	VER:pres	arriver
jamais	ADV	jamais
à	PRP	à
avoir	VER:infi	avoir
à	PRP	à
dire	VER:infi	dire
ah	INT	ah
ben	INT	ben
j'	PRO:cls	je
en	PRO:clo	en
ai	VER:pres	avoir
marre	ADV	marre
de	PRP	de
voler	VER:infi	voler
jamais	ADV	jamais
sauf	PRP	sauf
la	DET:def	le
fatigue	NOM	fatigue
c'	PRO:cls	ce
est	VER:pres	être
la	DET:def	le
fatigue	NOM	fatigue
bon	INT	bon
ça	PRO:cls	ça
m'	PRO:clo	me
est	AUX:pres	être
arrivé	VER:pper	arriver
dans	PRP	dans
les	DET:def	le
Alpes	NAM	Alpes
de	PRP	de
faire	VER:infi	faire
dix	NUM	@card@
jours	NOM	jour
de	PRP	de
suite	NOM	suite
euh	INT	euh
un	DET:ind	un
jour	NOM	jour
de	PRP	de
un	DET:ind	un
vol	NOM	vol
de	PRP	de
trois	NUM	@card@
ou	KON	ou
quatre	NUM	@card@
heures	NOM	heure
ben	INT	ben
dix	NUM	@card@
fois	NOM	fois
de	PRP	de
suite	NOM	suite
hein	INT	hein
un	DET:ind	un
vol	NOM	vol
de	PRP	de
trois	NUM	@card@
ou	KON	ou
quatre	NUM	@card@
heures	NOM	heure
avec	PRP	avec
des	DET:ind	un
altitudes	NOM	altitude
à	PRP	à
deux	NUM	@card@
ou	KON	ou
trois	NUM	@card@
mille	NUM	@card@
ou	KON	ou
quatre	NUM	@card@
mille	NUM	@card@
mètres	NOM	mètre
à	PRP	à
chaque	DET:ind	chaque
fois	NOM	fois
je	PRO:cls	je
.	VER:pres	<unknown>
/j'ai	MLT	<unknown>
vu	VER:pper	voir
le	DET:def	le
cas*/	NOM	<unknown>
bon	INT	bon
ben	INT	ben
euh	INT	euh
je	PRO:cls	je
je	PRO:cls	je
suis	AUX:pres	être
obligé	VER:pper	obliger
de	PRP	de
me	PRO:clo	me
reposer	VER:infi	reposer
parce	TRC	parce
que	KON	que
j-	TRC	j-
je	PRO:cls	je
je	PRO:cls	je
tombe	VER:pres	tomber
par	PRP	par
terre	NOM	terre
je	PRO:cls	je
peux	VER:pres	pouvoir
plus	ADV	plus
marcher	VER:infi	marcher
je	PRO:cls	je
suis	VER:pres	être
plus	ADV	plus
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
fatigant	ADJ	fatigant
c'	PRO:cls	ce
est	VER:pres	être
ce	DET:dem	ce
changement	NOM	changement
d'	PRP	un
altitude	NOM	altitude
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
fatigant	ADJ	fatigant
parce	TRC	parce
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
moins	ADV	moins
d'	PRP	un
oxygène	NOM	oxygène
en	PRP	en
altitude	NOM	altitude
hein	INT	hein
donc	ADV	donc
c'	PRO:cls	ce
est	VER:pres	être
une	DET:ind	un
raréfaction	NOM	raréfaction
de	PRP	de
l'	DET:def	le
oxygène	NOM	oxygène
c'	PRO:cls	ce
est	VER:pres	être
très	ADV	très
tu	PRO:cls	tu
fais	VER:pres	faire
du	DET:par	du
yoyo	NOM	yoyo
tu	PRO:cls	tu
montes	VER:pres	monter
tu	PRO:cls	tu
descends	VER:pres	descendre
puis	KON	puis
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
cette	DET:dem	ce
concentration	NOM	concentration
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
fatigant	ADJ	fatigant
nerveusement	ADV	nerveusement
aussi	ADV	aussi
eh	INT	eh
ben	INT	ben
quand	KON	quand
je	PRO:cls	je
ne	ADV	ne
peux	VER:pres	pouvoir
pas	ADV	pas
aller	VER:infi	aller
voler	VER:infi	voler
je	PRO:cls	je
suis	VER:pres	être
content	ADJ	content
euh	INT	euh
quand	KON	quand
il	PRO:cls	il
pleut	VER:pres	pleuvoir
quoi	INT	quoi
parce	TRC	parce
que	KON	que
euh	INT	euh
j-	TRC	j-
j-	TRC	j-
je	PRO:cls	je
suis	VER:pres	être
content	ADJ	content
qu'	KON	que
il	PRO:clsi	il
pleuve	VER:subp	pleuvoir
quoi	INT	quoi
s-	TRC	s-
s'	KON	si
il	PRO:cls	il
fait	VER:pres	faire
beau	ADJ	beau
que	KON	que
les	DET:def	le
autres	ADJ	autre
vont	VER:pres	aller
voler	VER:infi	voler
et	KON	et
que	KON	que
moi	PRO:ton	moi
je	PRO:cls	je
peux	VER:pres	pouvoir
pas	ADV	pas
y	PRO:clo	y
aller	VER:infi	aller
euh	INT	euh
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
content	ADJ	content
même	ADV	même
si	KON	si
je	PRO:cls	je
suis	AUX:pres	être
fatigué	VER:pper	fatiguer
épuisé	VER:pper	épuiser
euh	INT	euh
euh	INT	euh
il	PRO:cls	il
faut	VER:pres	falloir
absolument	ADV	absolument
pas	ADV	pas
que	KON	que
j'	PRO:cls	je
y	PRO:clo	y
aille	VER:subp	aller
je	PRO:cls	je
vomirais	VER:cond	vomir
tellement	ADV	tellement
je	PRO:cls	je
suis	AUX:pres	être
fatigué	VER:pper	fatiguer
donc	ADV	donc
je	PRO:cls	je
pourrais	VER:cond	pouvoir
avoir	VER:infi	avoir
un	DET:ind	un
accident	NOM	accident
mais	KON	mais
je	PRO:cls	je
suis	VER:pres	être
pas	ADV	pas
content	ADJ	content
et	KON	et
et	KON	et
si	KON	si
il	PRO:cls	il
pleut	VER:pres	pleuvoir
je	PRO:cls	je
suis	VER:pres	être
